Date,T-Bill ETF,US AggETF,Emerging Market ETF,Russell 1000 ETF
2019-11-14,91.51,30.15,309.55,171.61
2019-11-15,91.5,30.1675,311.79,172.87
2019-11-18,91.52,30.235,312.02,172.95
2019-11-19,91.51,30.2525,311.93,173.03
2019-11-20,91.52,30.2625,310.77,172.47
2019-11-21,91.52,30.2375,310.27,172.07
2019-11-22,91.53,30.22,310.96,172.5
2019-11-25,91.53,30.21,313.37,173.84
2019-11-26,91.54,30.25,314.08,174.23
2019-11-27,91.56,30.2325,315.48,175.13
2019-11-29,91.56,30.1925,314.31,174.39
2019-12-02,91.45,30.1975,311.64,172.89
2019-12-03,91.44,30.3325,309.55,171.78
2019-12-04,91.45,30.285,311.46,172.73
2019-12-05,91.47,30.27,312.02,173.09
2019-12-06,91.47,30.2,314.87,174.55
2019-12-09,91.48,30.24,313.88,174.06
2019-12-10,91.48,30.255,313.53,173.9
2019-12-11,91.48,30.3,314.42,174.26
2019-12-12,91.5,30.225,317.13,175.75
2019-12-13,91.48,30.33,317.32,175.77
2019-12-16,91.5,30.3,319.5,176.24
2019-12-17,91.49,30.3125,319.57,176.28
2019-12-18,91.51,30.1975,319.59,176.26
2019-12-19,91.52,30.2325,320.9,177.04
2019-12-20,91.41,30.19,320.73,177.97
2019-12-23,91.41,30.19,321.22,178.14
2019-12-24,91.42,30.1875,321.23,178.09
2019-12-26,91.43,,322.94,178.97
2019-12-27,91.42,30.3175,322.86,178.93
2019-12-30,91.43,30.335,321.08,178.01
2019-12-31,91.43,30.41,321.86,178.42
2020-01-02,91.46,30.4275,324.87,179.96
2020-01-03,91.46,30.505,322.41,178.82
2020-01-06,91.45,30.5075,323.64,179.44
2020-01-07,91.45,30.4375,322.73,179.01
2020-01-08,91.47,30.3875,324.45,179.9
2020-01-09,91.48,30.27,326.65,181.08
2020-01-10,91.48,30.3575,325.71,180.58
2020-01-13,91.48,30.3275,327.95,181.89
2020-01-14,91.48,30.315,327.45,181.74
2020-01-15,91.49,30.3975,328.19,182.07
2020-01-16,91.51,30.365,330.92,183.6
2020-01-17,91.5,30.335,331.95,184.11
2020-01-21,91.51,30.4125,331.3,183.74
2020-01-22,91.51,30.4325,331.34,183.83
2020-01-23,91.52,30.505,331.72,184.06
2020-01-24,91.53,30.5075,327.9299,181.96
