Date,T-Bill ETF,US AggETF,Emerging Market ETF,Russell 1000 ETF
2009-12-31,,,,
2010-01-04,-0.0004360148245039497,,0.016959798994974795,0.016473658457021756
2010-01-05,-0.00021810250817877463,,0.002647136680490547,0.003209242618742003
2010-01-06,0.0,,0.000704039426207892,0.001279590531030106
2010-01-07,0.0,,0.004221264620525966,0.003993610223642197
2010-01-08,0.0,,0.0033277870216306127,0.003341288782816143
2010-01-11,0.0,,0.001396526141223875,0.0014272121788772019
2010-01-12,0.0,,-0.009326244225573155,-0.009659540775930342
2010-01-13,0.00043630017452001013,,0.00844624318141829,0.00831467860569246
2010-01-14,-0.00021805494984727947,,0.002704589076949926,0.0028544243577546258
2010-01-15,0.0,,-0.011224223440355008,-0.0110689437065149
2010-01-19,0.0,,0.012495600140795426,0.012312120243044511
2010-01-20,0.0,,-0.010168607682948028,-0.010266940451745477
2010-01-21,0.0,,-0.01922908069189566,-0.018033833386530418
2010-01-22,0.0,,-0.02229185317815585,-0.022103039167885585
2010-01-25,0.00021810250817888566,,0.005127735555352064,0.005318264916071236
2010-01-26,0.0,,-0.004190580304272551,-0.004959497437593052
2010-01-27,0.0002180549498473905,,0.004757112798463137,0.004984216647283768
2010-01-28,-0.00021800741225197484,,-0.01147227533460804,-0.01173747726897012
2010-01-29,0.0002180549498473905,,-0.01086856406005332,-0.011542321846771508
2010-02-01,-0.00021800741225197484,,0.015550796163516178,0.014892536808258416
2010-02-02,-0.00021805494984727947,,0.01210342930496977,0.013006503251625778
2010-02-03,0.00043620501635754927,,-0.004982786736727696,-0.005267489711934137
2010-02-04,0.0,,-0.03086588363835019,-0.030779414198245925
2010-02-05,0.0,,0.0020668921458097955,0.0025610380740992422
2010-02-08,0.0,,-0.0072192012000750205,-0.008004087193460463
2010-02-09,0.0,,0.012560203985267693,0.012703862660944143
2010-02-10,0.0,,-0.001958589815332923,-0.0018647228343786626
2010-02-11,0.0,,0.010466311559667263,0.011039402173913082
2010-02-12,0.0,,-0.0008323314528806414,0.0
2010-02-16,0.0,,0.015734912995186923,0.016294305392239083
2010-02-17,-0.0006540222367559245,,0.004738472753781808,0.00446280991735537
2010-02-18,0.00043630017452001013,,0.005895156901868148,0.00608853052493008
2010-02-19,-0.00043610989969466996,,0.002073753493823771,0.0026169447170427684
2010-02-22,0.00043630017452001013,,0.00017995321216490723,-0.0006525285481239207
2010-02-23,-0.00043610989969466996,,-0.01214465635120543,-0.012895853738165153
2010-02-24,0.00043630017452001013,,0.009197705127037548,0.009922275508516654
2010-02-25,0.0,,-0.0013535462912830365,-0.0009824791223186358
2010-02-26,0.0,,0.0006325110689435753,0.00016390755613837626
2010-03-01,-0.00043610989969466996,,0.010384684847390302,0.011307767944936042
2010-03-02,0.00021815008726000507,,0.0027705782464921835,0.002916869227029606
2010-03-03,-0.00021810250817877463,,0.0008912655971478056,0.0012926159314914365
2010-03-04,0.0,,0.003036509349955585,0.002743262869130181
2010-03-05,0.0,,0.01428431920881379,0.014322497586095828
2010-03-08,0.0,,0.0001750547045951123,0.0004759638267490818
2010-03-09,0.0,,0.0016627286251860163,0.0015857913098635823
2010-03-10,0.00021815008726000507,,0.004455705049799086,0.0045915136162129055
2010-03-11,-0.00021810250817877463,,0.004175002174480413,0.003940110323088941
2010-03-12,0.0,,8.661758336936387e-05,0.0007849293563579884
2010-03-15,0.0,,0.0002598302442404776,-0.00015686274509796316
2010-03-16,0.0,,0.007966057667330606,0.008158142453718265
2010-03-17,0.0,,0.005927325831114105,0.006380329909741578
2010-03-18,0.0,,-0.0005337318531170032,-0.0012370496366166384
2010-03-19,0.0,,-0.009121008223859861,-0.0054187954791764525
2010-03-22,0.00021815008726000507,,0.005367767526084366,0.00591531755915331
2010-03-23,0.0,,0.007011600231575654,0.0069637883008355494
2010-03-24,-0.00021810250817877463,,-0.004854782386508716,-0.008759797141539738
2010-03-25,0.00043630017452001013,,-0.0016261554262239075,-0.0018604651162791308
2010-03-26,0.0,,-0.0005829404200601296,-0.0003106554830691888
2010-03-29,-0.00043610989969466996,,0.006330308280866781,0.006525792417650722
2010-03-30,0.0,,0.0006818956699625733,0.0007718431614696097
2010-03-31,0.00043630017452001013,,-0.0034071550255536653,-0.003239241092086953
2010-04-01,0.0,,0.006837606837606813,0.006190034045187032
2010-04-05,-0.00043610989969466996,,0.008149405772495788,0.009535527529990873
2010-04-06,0.0,,0.0023576961940048324,0.0019804996953076692
2010-04-07,0.0,,-0.005712365591397872,-0.005169530180933357
2010-04-08,0.0,,0.0034851301115241817,0.003209536909674293
2010-04-09,0.0,,0.006546128102043802,0.006093845216331495
2010-04-12,0.0,,0.0015892931827687917,0.001817080557237949
2010-04-13,0.0,,0.0007516285284783208,0.0007557436517533489
2010-04-14,0.0,,0.011349411666527587,0.011931732366712078
2010-04-15,0.0,,0.0008251505899827816,0.0008955223880597885
2010-04-16,0.0,,-0.015912276362437194,-0.015806740232627514
2010-04-19,0.00021815008726000507,,0.0037701072386058243,0.002878787878787925
2010-04-20,-0.00021810250817877463,,0.008930807111259487,0.009064813415923911
2010-04-21,0.0,,-0.0018199867637326284,-0.0016469531366970491
2010-04-22,0.0,,0.002983590253605062,0.004199160167966287
2010-04-23,0.0,,0.006548504379441544,0.006571087216248772
2010-04-26,0.00021815008726000507,,-0.0037968188814777593,-0.003412462908011893
2010-04-27,-0.00021810250817877463,,-0.023650597445405763,-0.023820157808545628
2010-04-28,0.00021815008726000507,,0.007596218771100505,0.0067103858471864175
2010-04-29,0.0,,0.012376444965656042,0.013331313437357828
